Rating,review
1,the otter is composed of the clothing that is of poor quality the body inside is very large very heavy the sounds and lights are mediocre
1,cant get the other to play sounds for more than a few seconds nothing in the instruction manual addresses this so i dont know if ours is faulty or what really quite upset and disappointed
1,idea worthless gift i do not recommend unfortunately the noise of this nightlight is not at all pleasant the plush is pretty but it stops the
1,i offered it to my sister and it does not work and impossible to exchange it super super disappointed
1,very disappointed i loved this little otter everything was pleasant until its disfunction after a week the breathing mechanism stopped after a few seconds after a quick exchange the second otter was even more malfunctioning i had to ask for a refund this product is not to the point despite the good idea too bad my monthold son loved him
1,after a few weeks unfortunately no longer functioning music function
1,after months amazon sends me a new one
1,after months broken belly does not enter and the melody is now funny
1,so i was very disappointed looked so great on ddn pictures but when it arrived it looked very cheap and also made a lot of noise with the individual functions so i wouldnt recommend it anymore but should everyone try it themselves
1,not happy about quality
1,i received the otter as a replacement order because the first one on the electronic part was a bit defective now i get this one here which works normally but the quality of the fabric is not the same the otter has only a painted face while the other one was embroidered with the nose whiskers and the mouth which is of course qualitatively inferior with the replacement now i will probably have to send it in again and hope to get a reasonable replacement until the birth of my child at the price one should expect that
1,this thing is very nice but its too heavy for a baby when it falls on the body
1,great gift my grandson is satisfied and sleeps well with it
1,no matter how many times i change the battery it runs out of charge within minutes
1,the otter is much too loud with its mechanical noises and now after a little more than month the drive from the belly is defective it no longer drives out or enters
1,terrible waste of money it is huge for a child it is super hard in the middle and not cuddly at all
1,after a few days already defective
1,teur ive already thrown itthe quality is not good
1,purchased in may and broken in september
1,unfortunately it wasnt accepted at allthe engine is also quite noisyunfortunately i cant recommend it at all but every baby is different
1,unfortunately the otter was defective and did not work or always only for a few seconds as with a wobble contact
1,the product is after times used capput no sound left
1,that keeps hanging and then you can use the nixht morefor what it costs it is not good
1,product already bought twice both times broken after only a short time songs are played only briefly
1,unfortunately after x use defectivevery nice otter but unfortunately we caught a mondayotter which after a short time does not work properlya lot of money for it a pity
1,i am very unhappy with this product which is surprising since i am a huge fisherprice fan i think i must have received a defective item because the breathing and movement options only stay on for about seconds i have tried replacing batteries but that did not help the music stays on longterm but i got it for the breathing and sounds i would return the item however my husband disposed of all packaging materials before i had a chance to use it extremely disappointed and a waste of
1,unfortunately after a few times use the button is broken and music after a few seconds also goes outunfortunately for the price also totally badreturn was done without problemsthank you
1,i bought the slumber otter in march and it doesnt work properly anymore it stops after seconds
1,only lasts months then the mechanism broke in the belly and it also no longer played music one expects more for the money especially a longer possibility of use
1,the video promises more than original totally disappointed
1,product didnt work couldnt turn off the demo button and the instructions dont mention the demo button
1,already broken after months and seller not contactable
1,unfortunately after seconds the music breaks off every time takes weeks after the end of the return period very bad therefore not to use and a star
1,worst damn thing i ever ordered it only worked for couple days then stopped altogether i changed the batterys an still no difference the part that goes in an out stopped working completely
1,its very sweet maybe but too quiet so it doesnt bring anything for it too expensive and was now a waste of money for us
1,a great gift for babies our month old daughter is happy when he is at her side even our year old sleeps with it a
1,like many other reviews the item shuts itself off almost immediately each time after using only a few times
1,didnt work properly so much money for nothing good
1,unfortunately the otter is broken after one month matching days after the return period expired for the money it is more than disappointing
1,this thing was such a disappointment it turns off after about a second of playing it worked well a couple times in the beginning so i was hopeful it was just a glitch because i didnt change the batterys from when it was in its packaging but no it makes no difference waste of money
1,this stopped working after a year dont bother contacting the manufacturer they suggested that i purchase a new one without trying to accommodate
1,i am so disappointed in this i had it on my registry and loved how cute it looked the sound functions are ok but the breathing motion is not as expected it makes a loud clicking noise and is not snuggly at all it wakes baby up and is not something they can cuddle with
1,at first we were satisfied with the music clock but we only used it to play the music unfortunately it doesnt work anymore after only months and goes out after a short time we would have promised ourselves a better quality from a wellknown manufacturer too bad
1,after only months the mechanism that mimics the breath has brokensin was a good product but given the duration and the price i do not recommend it
1,dont work anymore im disgusted we hear more the sound of the engine than the heartbeat
1,our slumber otter is already broken after weeks of use otherwise i find it really great
2,two months and its already broken my kid barley used it and it still broke after less than two months
2,unfortunately i didnt see that you have to pay the return shipment yourself the package had exactly the size that it can only be sent expensivelywe disturbed the following the breathing movements we find rather creepy and totally unnatural cant imagine that a child no infant our child is already months old does not find that strangethe volume at the lowest level was still too loud for us if you imagine listening to the music in a totally quiet dark room i would find the music too present and no background musicunfortunately you cant take the animal out and look at it rationally then you would irrevocably destroy the packaging
2,ordered for my monthold son who struggles to sleepvery disappointed in order to be able to make the adjustments volume light movements of the belly you have to undo a scratch in the back if baby is sleeping next door he will necessarily be awakened moreover the mechanism of the movements of the belly makes a lot of noise compared to the volume of the lowest musicthe melodies are nice and soothing but really not practical and poorly thought
2,my baby does not like it maybe when she gets older
2,the otter looks cute but is infinitely loud from the motorin addition i find it totally awkward to open the velcro down every time you want to make a different setting song volume light
2,i bought it for my grandson he was months old and not interested at all to play he is too boring and not interesting to fall asleep either too bad he is ignored to this day
2,its super cute and this would be great but the motor makes this loud squeaking sound and has the very first time i turned it on changed the batteries and that didnt work for the amount of money it was im pretty disappointed
2,unfortunately we didnt like napkins my son was rather irritated by him than calmed down
2,i find it a very sweet idea you music is great that light is pleasant also the heart tones etc very soothing however as soon as you turn on the breathing it is going up and down the belly sooo loud that sleep is not really to be thought of
2,honestly i returned this the reviews were great but for bucks this is like any other toy that makes sounds to my baby it didnt phase him and like what other reviewers said if you lightly touch the stomach it stops playing music and stuff so it just sat next to him eh
2,totally great not too bright simply super every now and then it cracks a little but totally sweet was the gift for christmas for our baby
2,the little otter is a soothing cuddly sleep aid for our little granddaughter
2,i was recommended to buy this by a family member who had purchased it for her kids prior to purchasing i did read some concerning reviews and was a little skeptical as its pretty pricey but wanted to give it a chance the toy is extremely soft and easy to set up to use the functions allow you to choose music a light which you can dim or brighten and breathing function we used this combo for my yr old and she would fall asleep watching it less than a month later sadly i have to return it as the belly doesnt move up and down for more than seconds its also cuts off the music and light before i even leave her room pressing the belly back in i can hear a loud clicking sound that wasnt there when initially turning it on i hope this isnt a ongoing issue as im unsure if i want to order another one
2,i bought this product months ago for when my son was born the otter is very cute and i was excited to use it however i just started using it and it turns on and shuts off after seconds and gets stuck in the up position and wont go back down and the music turns off i really wanted to love this product it is so cute and soft but not worth the money i returned the product
2,i only put stars because of the sound of the mechanism which is very unpleasant
2,in itself the toy is very good however after a month it started to spin sometimes it goes out after seconds sometimes the sounds change by themselvesging back too bad
2,the sound machine and the breathing of the otter was great and would help my son fall asleep it worked for about a week and then when you pushed the button it would make a noise for a couple seconds then stop agree with other reviews that sometimes the breathing mode would make a loud sound but it wasnt consistent unfortunately it seems this toy is not reliable in performing as described so hard to recommend this to anyone especially at its price point
2,if you want to change the setting you have to open a velcro closure at the back however this is so loud that not only your own baby but probably still wakes up the neighbors baby
2,too big and not very soft its actually quite hard you can feel the machine underneath the thin fur so i didnt think it was cuddly enough to fulfill its intention of being a lovey
2,unfortunately the engine is quite loud and clacked and the soundnoise is not convincing either we had a different idea it doesnt look as cute as expected
2,actually a nice music box however the engine is so loud that you have to make the melody very loud to hear it
2,unfortunately not so good for the priceone easily gets to the inside lying mechanics adjusts easilythere is still a lack of protection i would say also bad to close still capable of development too bad
2,it stops constantly due to a resistance of the fabric that covers the button onoff it is really tiring otherwise pretty soft and its adjustable
2,very sweet and fluffy otter my daughter likes to cuddle with it the mechanics while breathing is simply mega loud and its tangled all the time relaxed falling asleep cant be called that
2,its not good to handle because the electronic element must be very well hidden in the plush because small children should not be able to open thisthe abbreviation operation sometimes stops after a few seconds and has to be restartedthis interrupts the sleepin slumber status of the childsupplement on after only months the part has given up the mindsad and very shameful since it was given away to the granddaughter at that time now months
2,the otter is very soft and well processed the inside is removable so that the cuddly toy can be washed operation is simple and easy to use nevertheless this sleep aid is only partially suitable for babies the engine that lifts our stomach is unfortunately so loud that it completely overcomes the soothing sounds when they are set to a quiet volume if the sounds are at maximum volume you still hear the engine this is quite annoying since we cant use this product to fall asleep with all the functions only lift and lower the belly we decided to return the product
2,the engine is too loud and unfortunately too big for the whole
2,so the otter is super cute and i thought it would be a real companion for our son unfortunately it quickly broke of course after you could have sent it backthe breathing function no longer works and makes mechanical noises it should imitate the breathing movement but it is stuckwould everything have worked the otter at least stars from us
2,i offered this plush to my daughter when she was two years old because she had difficulty falling asleep on her own positive sweet cute nice music negative hard makes a funny noise in breathing mode you hear the mechanism that moves the belly stops constantly when you cuddle it because the child necessarily presses the button when he holds it in his arms to change the mode you have to open the back it is painful and difficult for the little fragile after a year it does not work anymore doesnt make it easy to fall asleep no more than another simple doudo too bad
2,the slumbery otter is a good idea and my boy finds it classy however our otter either has a wobble contact or is already broken after a very short time instead of min the functions run out within secondsfor the price not again disappointing
2,would be a nice sleeping toy if the engine of the belly breathing wasnt constantly defective i now sent the second one back with defectiveotherwise music and light very nice but for the price i expect a baby toy to last longer than months therefore i cant recommend it
2,the plush is much less cute than on the photos big head and is too heavy for a baby the box inside is very large the motor of the snoring makes a lot of noise especially if you put the rest of the sounds not strong to change the noises you have to open the back of the plush each time which is not practical the only positive point in my opinion is that the sounds melodies are pleasant and well adjustable in volume i had heard good opinions about this plush but i am very disappointed and i cannot return it once opened given how you have to open the cardboard to access it very bad
2,the plush is nice but baby constantly comes out the mechanism of the otters back which is very heavy and when baby throws through the face it hurts plus sounds of weird mechanisms oar moment im not sure of durability in short im very disappointed with the product i dont recommend despite the comments ive been able to read before ordering
2,too expensive for a duvet its not really magical its an ordinary musical duvet you have to change the batteries each month about for daily use it creates a nice atmosphere but personally i find that the price and very excessive for the concept
2,i bought this as a christmas present for my month old grandson we have changed the batteries but his belly has stopped working he absolutely loves it but now after not even a month its developed a fault how do i get a replacement
2,i received this article already in december because i expect young people in june and really looked forward to it after all the awards on instagram and co i noticed already at the first commissioning that one attitude gives an incredibly disturbing noise of itself and that the engine is still very loud during the breathing movement in my opinion therefore not at all suitable for newborns or babies the functions themselves are really sweet so i ordered it again in the hope that it was a sunday model unfortunately this was not the case
2,very cute tweezers light and soft music negative points it is impossible to use also duvet because it is very heavy because of the box inside it is necessary to remove the scratch each time to adjust the teddy so it serves as decoration in the bed of my son
2,very quiet and makes a popping noise
2,i gave the otter to my nephew for birth after weeks the otter was broken so a new one ordered and surprised broken again after months it is a mystery to me how this can happen because it lies only next to a month old baby plays music every once in a while and simulates breathing movements the mechanics of the breathing simulation is also what constantly breaks from kulanz amazon returns the money for stars i resist to order the otter a third time but at the express request of the father since the little one likes the otter there is a third attempt
2,i loved it and it has been very useful to sleep my baby but it has lasted days to spoil it no longer breathes and the sounds stop at the very beginning
2,my daughter is months old and likes to cuddle at night at her otter yes i also think that the engine is quite loud but that calms my baby even further super sound selection and very nice work november the electronics is unfortunately defective the belly lifts only briefly and then seems to clamp very bad
2,very nice plush but unfortunately no longer works after a monththe mechanism is not very reliablevery little used in additiondamage because we liked it well
2,in itself i find the otter great unfortunately we had already for the second time a model which after a few weeks is defective the button on the belly for automatic on and off was both times suddenly defective and does not work anymore the different sounds songs the light and also the optics are very nice and soothing and our daughter has become so accustomed to falling asleep with the little and i also that we will now probably or badly order one for the third time and hope that this will last longer this time
2,the slumber otter is actually a nice product the sounds as well as the breathing of the animal are soothing and the music is wonderful i was really excited about the otter that i bought as a gift for a newborn unfortunately after barely two weeks of use he already had a defect because the music and the breathing movement did not work properly anymore amazon quickly made a remedy and so i was able to exchange the product for the friends i had given it to unfortunately the second product after not even two months of use also shows the error which is very sad and leads to the fact that i will not give the otter any more
2,buy to offer to a baby we found that the belly mechanism does not work the baby we offered him to pretend to appreciate him for his softness and little music we cannot take back to himwe will have to order another one hoping that it will work this plush will come back very expensive
2,stops often when he has weight on it
2,i was really looking forward to the otter and was disappointed he looks super cute but unfortunately the engine that makes the breathing so loud and annoying that i never use it it cracks right and just seems cheap also bothers me that the operation lies inside and can only be opened with velcro this is then briefly also very loud and disturbs my baby
2,gift for my little girl who is months oldis it normal that there is not a manual for usemusic stops at the end of a minute while it is specified m
2,unfortunately i had to make the return for product not working
2,works very well but buying november does not work anymore it is expensive for only month of use really disappointed
2,the otter looks very cute the little night light on his belly is practical for the night and as a music box i find it not bad because the melodies are very nice and soothinghowever i bought it first of all because i thought that these breathing noises and lifting and lowering of the belly could be calming and helping to fall asleepmy child months first laughed and then she found it kind of stupidthe engine is very loud because you dont hear the rest of the noises well anymore unless you set the volume relatively high my personal opinion is that this part is not so helpful in sleep problems
2,i got the plush the engine noise makes more noise than the rest we dont hear the snoring and after minutes it didnt work anymore
2,unfortunately after a month and a half of use it stopped working it didnt cost little so i didnt expect it to last so little the time for the return had expired and therefore money wasted
2,functional carillon my month old girl falls asleep listening to the melodies that play sweetly for minutes i find it useless everything else breath and various sounds and i dont know if maybe the light can serve later the design is bad this animal nn is not at all nice to see for the little ones so much so that i had to make some changes put a pink dress add a bow in the head and create the eyes the controls are inside the puppet and therefore not practical if the baby sleeps awake with the noise of the tear that gives access to the various buttons for what it is it is really too expensive
2,cute weird toy imo overpricedreturn it my daughter doesnt like this otter
2,this thing was amazing it was the only way o could keep my son in his crib however it only last a month now the thing wont stay on even after changing the battery
2,very nice otter my daughter fell asleep very well but it was broken after a quarter of a year so that the belly did not rise any more and the music was played only brieflyfor the price very disappointing
2,we already ran the slumber otter during pregnancy august after a few months you could easily hear the engine now that it is in use every evening the engine is extremely loud to hear only when the movements from the stomach stop to enjoy the musicthat is really very bad
2,overall super processed very soft nice light great melodies but engine is so loud cant relax our child and after the other reviews i adjust myself to the fact that it will break quickly really a pity related to brand and price
2,the button to activate this is on the otters tummy and very sensitive so if my upset baby activates it it turns itself off immediately at the first breath it takes because the tummy expands and presses the button against the cuddling baby if i turn it on and keep it away from him its a miracle but he can never touch it or go near it or it will turn off immediately i have to watch these crycalmcrycalm dramas over the baby monitor and its infuriating the fisher price snug a puppy stays on for minutes once pressed i thought it was annoying at first why cant i turn this thing off but now i get it this thing could be revolutionary but it amounts to junk because the very sensitive button is smack dab in the center of the glowing and moving tummy which of course is where any baby or toddler will want to touch and cuddle immediately please make a new version that stays on and contact me or send it to me this thing is amazing when i play keep away with it but totally impossible to use for the purpose of self soothing just mom initiated and overseen soothing not good for babies who can move on their own
2,objectively a nice ideabut the mechatronics spins completely the abdominal movements are catastrophe it squeaks totallyunfortunately ive destroyed the packaging already because i cant exchange it
2,to be honest i dont get all the excitement about this fuzz ball i personally think its waaaay overpriced for the few functions that it has a very good substitute toy for this one is an elephant which has star projectormusicheart beat from walmart for i got as baby shower gift which is much more on demand than this toy i only like the music verity its very soft and beautiful but i hate that it has the light that you cant jut switch off it turns on w music or you cant disable to breathing there is a very stiff mechanical device inside the body so you gotta watch this toy dropping on the floor would have returned it immediately if we havent recycled the packaging box we opened allot of baby toys that day and all the wrapping was placed in trash can i ended up just regifting this toy to another person as is who had triplets
2,although we only have to change the hertones without movement of the body every weeks with our nightlight with music we did not even change the batteries in months we do not use the slumber otter more often than the nightlight so you should get a good supply of batteries
2,sweet otterbut after a very short time the cracking when inhaling becomes very disturbing as the engine noise overall really a pity great idea bad implementation
2,my month old baby loves this toy but it turns itself off instantly when the breathing feature is on so frustrating
3,was not snuggly for my grandson could feel the workings
3,the noise level of the machine has become much louder over time and interferes with falling asleep
3,engine of the otter way too loud
3,the otter is a nice gift with many great options as a music box it is greathowever i cant recommend it to cuddle because the engine inside is hard and it cant be cuddled and it is very difficult for small baby hands nevertheless a nice companion for the night
3,my niece doesnt like it when switched on and off the cuddly toy sucks enormously it looks cute and fluffy but also hard because of the electronics so no real cuddly toy i wouldnt buy it again
3,the otter is totally cute the sound is also great the motor is still quite loud i would have hoped that you could not hear it so clearly the otter would also have been a little better to be filled since you can tap the electronics battery my baby is not yet in the world yet i hope very much that the otter can calm them down or she can sleep well with him
3,we bought the otter around the black friday our daughter then got it at christmas and a month later it was unfortunately defective we got a new one very quickly however for stars however in my opinion you have to change the batteries very often which is why we switched off the breath and the air function thus the battery lasts longerour daughter likes the otter however i find the constant price fluctuations between and quite questionable for i would definitely not have bought the otter
3,unfortunately the otter doesnt work right from the start we slurped it in and after minutes at the latest it is out without any touch the lifting and senk movement when it works short is extremely loud cant imagine that it should be that wayunfortunately im very disappointed because we were so happy to have found something for our little one at last and then it just doesnt work rightin itself it would be a super great gift or a great companion for the little ones in the evening but just for that it would have to work
3,the description of this plush has sold of the dream and unfortunately i have been very on it it is not at all convenient to use to change modemusical to white noise you have to unscratch the opening behind it is the same to increase or decrease the volume and intensity of the brightness the sound or imitation of snoring the sound of the mechanism is not pleasant for the texture it does not have to say anything again it is very soft to the touch
3,have it given away
3,i find it really amazing how real this otter can breathe my son months unfortunately also because he is afraid of him he needs quite a long time to fall asleep and then i wanted to test if the otter helps him in fact he has fallen asleep two times when the part was lying on his belly while he was cuddled in my arm however he has got caught up in it and surrounded him directly awake and cried if it is in his bed he turns away from it during the day he does not touch the thing and makes a big bow around it so it is not suitable for him what i like is that you can wash the animal i dont like that it is not suitable for cuddling because of the large hard plastic part because it is too hard i still like the idea well but it is not useful if the child does not accept it
3,we bought this for our new born and loved it especially the breathing function where its chest raises and lowers methodically unfortunately after only a couple of months we have been disappointed to find this function is no longer working
3,cuddly but too heavy
3,the product itself is top the sounds too the plush is soft my monthold flea loves it she falls asleep with itafter a few days of use the sound stops after a few seconds and the heartbeat stops for the price im disappointed she wasnt well studied tribute obliged to contact the brands vas its my chip that is disappointed
3,i have received this little otter for my daughter but i have a problem i cant adjust the plushi have changed the batteries as indicated once i press on the belly of the otter she makes music and swells her belly seconds and stopsmaybe someone will have a solutionthank you in advance
3,we bought it as a gift visually it is a highlightvery sweet and well processedthe breathing movement and the light on the belly are also greatfor me the sound effects heartbeat and mothers womb sounds are too artificial and irritatingthe music is also not that what you know about musical clocks but rather psychedelic
3,the otter itself is cute and also cuddly unfortunately i have to say that i feel the engine as quite loud which does not contribute to falling asleep the music goes like this unfortunately they are not played very long and changes quickly also the noises i find sometimes rather disturbing rather than reassuring with us he unfortunately did not help
3,unfortunately after a few days it turned out that it has unfortunately a malfunction writed for a refund i should take over the shipping itself i should now pay for it that i got a b goods sent very disappointing the first few days it still worked only unfortunately the motor movement was rather loud from the beginning and then it has already given up the mind the music itself was beautiful only unfortunately does not work with the movement i am glad that i did not give it away
3,one of the otters has already given up the spirit it was for the grandchildren there were tears that one already does not work since i am not on site i can also do nothing send back etc a replacement would have been very good now we have a sad child
3,its a very pretty otter she really does what is marked she is very cute but im disappointed because i expected it to be much lighter at last to count her back and hard rigid and heavy not very pleasant to make her a calin
3,basically a good product only unfortunately not thought to end the otter lies with in the bed and seduces to cuddle only unfortunately the otter together with the inside lying operating unit is very hard and heavy and when breathing it crawls furthermore this super nice shell on the belly so interesting to press around that is played rather instead of sleeping in addition everyone who has a relative skillful child notices that it also has the velcro closure open within a very short time and presses around on the control unit
3,santa claus gift for our monthold baby positive points comforting and soft otter possibility to combine the different functions she breathes plays pretty lullabies white noises and lights up baby calms down faster with her negative points the engine noise and the sound of lullabies is a little too loud
3,the otter in it itself is nice but the mechanism is noisy not pleasant at all
3,it is a very practical toy my baby is almost three months old and it is ideal for you not to feel alone in the crib when we lay her downthe stick that it has is that it lasts half an hour and that to change from melody to sounds you have to open a velcro that is in the back and that makes a lot of noise and the baby wakes up
3,very cute look and works well but i would have liked to have a little more cuddly character due to the noise module the otter is quite heavy even for adultsmy daughter therefore always needs help if she wants to wear it in addition i find it a bit worrying especially with small children that the noise module is very easy to access only by velcro protectedwould have wanted me more child safety
3,the melodies are very soothing and not as intrusive as with other products also the light and the snoring function of the otter are quite pleasanthowever there are also some negative points as a cuddly animal for example the otter is not suitable at all and it is a mystery to me how in some reviews the talk of cuddly can bethe fabric is soft however the inner life of the stuffed animal is so huge and hard that it really cant be cuddlythe huge velcro fastener on the back of the otter is also very disturbing and can be opened very quicklyin addition the motor of the breathing function is so loud and annoying that it is not used in us at all therefore only stars for this sloping aid
3,since we have been looking for a great music box for a long time and overwhelmed the positive reviews i also ordered the otter when this came on we had to find out that the supplied batteries were empty if you dont have any in the house then you cant even test it that was the first minus point the second and then i have to connect to the negative reviews that the engine is simply too loud when lifting the belly and lowering it its also a disturbing noise also the white noise which is supposed to represent the bloodstream in the womb sounds rather like a radio station that has no reception for me personally it doesnt seem calming and my child does not have a calmer effect rather the opposite was the result the other sounds such as heart tones and ctg are not bad but for us not useful as we had to find out the third minus point goes to the soundleiser controller of course if its about minutes but i think that its even quieter my opinion is not too cute but its also nice to say its quiet in the big room
3,visually totally cute the fur is also super soft but unfortunately the cuddly toy is not well lined so you can feel the edges of the engine very clearly for cuddle the toy is not suitable besides the engine is extremely loud if you activate the breathing movementsdid it buy as a gift for a friend and unfortunately have a bachache when giving away i sewn extre an additional padding which i wrap around the engine so that the edges are not so hard i dont know why you design such a sweet and really great toy and then save on the padding and the volume shortly before closing
3,but the functionality of the builtin electronics especially at this price is not satisfactory pros fabric animal in itself well processed soft and optically appealing for children nightlight function good heartbeat function ie cons songs cannot be selected fixed loop mechanism which simulates the breathing of the stuffed animal viel too loud at low volume the music will simply overwhelm music playback quality is not satisfactory is accompanied by a very high unpleasant whistle tone since we wanted to use this stuffed animal mainly as a music clock this is unfortunately unusable for us i cant agree with the many positive reviews the otter the idea is still good goes back
3,its beautiful and we love it the bad thing is that the pile ends right away
3,disappointed from the visual
3,cute sweet but expensive for what it is
3,very heavy for a baby the use is for older over months or more but clear for that age it no longer serves the nanny and the sounds it has
3,very nice soft and excellent workmanshippeccato for the mechanism with the battery compartment that is disproportionately too large and makes the back of the plush hard and overall the object too heavy
3,dear for what it is indicated sold with battery received box broken and without battery for the price the batteries are rigorous
3,my son had fallen in love with it
3,as has been mentioned before the frame in which the engine is in is not reasonably padded so that you can feel the hard edges i find it impractical that you can only make adjustments when you open the back part it might be more practical if you press at the foot or at the ear to handle certain sounds i find like some others that the engine works far too loudly so that it overtones the sounds and completely irritates them in the technical development of today it is certainly possible to develop a better engine performance i expected more from fisherprice for the price
3,sweet guy but he doesnt help to fall asleep the noise level of the engine is unfortunately made in chinaour son has been having sleep problems for weeks because you are close to despair you just try everything that the marketing of the baby industry gives of course without success noises and songs are quite nice but is the technology in there very big and heavy our month old child i dont want to put that in parlor cars
3,we bought it for our monthold baby who has a hard time falling asleep and we only get him to do it on the chest in bed and the truth is that he has not listened to it nor does it happen to sleep nor to play it strikes him zero the toy itself meets all the features it announces it is adorable warm and soft but in our case it does not fulfill its purpose of relaxing and sleeping the baby
3,the otter is really very nice and the melodies or sounds also great chosen and implemented i also find the imitation of breathing and the little light great besides the outer part can be washed well unfortunately it did not work at all in our case we have already had it for a few months and it uses nothing up to now on the contrary if our baby hears it looks it wants to play with it and becomes even more awake it misses because purpose completely we would have been incredibly happy for a sleep aid moreover the electronic unit in the belly is still very hard through the fabric if the otter is swirled around and hits the head that is not exactly pleasant yes really so happened otherwise it is really very beautiful he is now just a very expensive hard cuddly animal with special effects
3,pretty good product a little disappointed with the weight of the plush with the mechanism otherwise the sound is goodthe more negative point is the scratch to have access to the buttons to change music and others that makes a lot of noiseif not sweet pretty and especially the main one my daughter loves it
3,the otter is super sweet and cuddly soft also the volume control is great it can be set to sleep with very quiet the slumber light is quite dark but sufficient its better to change a bit too dark than too bright you can switch between music and natural sounds or even use only the slumber light thats really great the pressing of the belly around the last setting to activate again is easy also for the baby the sense of the roaring belly that moves does not open up to me but many babies like that we would also like to keep it very much but the electronic unit is apparently too big with motor etc so that the otter is too heavy to be kept by a baby we would simply be afraid that the otter falls on the face if our little one gets taken up somehow really a pity because the otter really unites everything we have looked for as a sleep aid silence separate light beautiful song selection automatic switch off
3,i bought the slumber otter for my son at christmas looks cute unfortunately you can only turn on the different functions if you open the back with velcro closure which is quite loud also the loud can only be set like this too bad because actually i like the functions and my son also likes to listen to the music to fall asleep would only like to change the noise or the volume but this is not possible without opening the otter only on and off goes without opening the great function that the belly lowers and lifts as when breathing is unfortunately also so loud that you can not use it to fall asleep actually great idea but somehow not well implemented especially for the very high price
