rating,review
1,stopped working on th day of purchase flipkart says tata bye bye
1,performance week and up not relsolve problem automatic lack this laptop battery drain fast for normal use month use this rev
1,battery life is below min
1,nice product good battery watt
1,never buy this laptop cons display the display is very bad warranty the worst thing is that warranty was written on site but while doing product registration it shows carry on the laptop has already started lagging andacers customer support is very bad my opinion is buy another brand laptop pros it has no pros
1,vedio quality is very low
1,asus laptops are not reliable i am updating my review after months use my laptop completely dead suddenly while playing game
1,paid lakh for worse screen and screen bleeding issue after screen replacement within days issue still persists spent some more and go for lenovo legion
1,dont buy this product after few months have a motherboard issue and dont solve this problem simply waste
1,starting trouble
1,dont buy this laptop
1,its not good laptop got defective within one month
1,waste of money its not working
1,value for money wow really very goodhary up buying
1,so wonderful to good nice
1,very bad product dont buy no service centre they are make fool every costomer
1,worst experience with this laptop it doesnt turn on on battery within a month of usage i got to know this issue
1,laptop performance nice but design is thirdclass hot fan venting is screen side so screen heat too much during game also charger is very big so overall rating
1,battery life only minute
1,kharab product not working
1,very very worst laptop not in worked keyboard not in worked left and right side speakers dead slow only application installed memory will be filled dont buy this product
1,low quality
1,do not buy this if you are looking for a sign here it is its silver in colour nobody can call it a rose gold laptop lags a lot the processor cannot handle any heavy software please do not buy this
1,not working properly not value for money you will have to get subscription for using ms word ms excel please dont buy its product
1,very bad performance dont buy this laptops
1,very bad quality of laptop hanging problem
1,not happy with the product once year is complete and the problem starts
1,worst of money
1,faced issues like hanging and screen freeze keyboard and touchpad not working within a week by a brand new laptop
1,speakers are very bad very poor quality
1,quality of display is bad i got effective speakers and no microsoft installed waste for money they are not replacing also so dont buyy
1,i am editing my reply its not even a month and its not working dead i havent even started doing real work
1,bad products
1,office work photo shop working but gaming not performance
1,sound is hardly audible takes the fun out of the otherwise good laptop totally disappointed with the audio system very sad
1,laptop specific wise good but touchpad not working on the first day what a mess msi
1,very bad battery backup around hours only
1,voice is very low
1,as per the product details ms office package is missing flipkart didnt respond and told me to apply for a replacement however flipkart rejected the replacement request based on the conversation recording available well try what can be possible legally
1,the touchpad and the cursor didnt work the first day what a mess
1,getting issues just after days switching off automatically after blinking power led in orange and beeping for few seconds no service center details are available created a ticket in flipkart lets see
1,laptop is not charging
1,worst laptop
1,too much flickering issues i want replacement waste of money
1,flipkart open box delivery is very poor i hate flipkart open box delivery laptop display size is very small and this laptop not refundable and not buying this laptop my suggestion not buy this laptop very poor laptop
1,heats a lot star for this product
1,having a electric shock while charging
1,in this laptop i find hinge problem so dont
1,battery issue hour battery if you use continuously to be honest go for the product have high battery otherwise this machine willl not be consider as portable you will find charging board everywhere you go
1,touch pad is not working properly its vibrating
1,very bad products quality very bad speaker quality very bad products do not buy this at all even no return policy no refund policy very very bad product
1,sound is very less
1,power cable problem
1,display screen fluctuating
1,no return brand are not accept return very bad quality all time hank this laptop dont buy this laptop
1,dont buy guysslow working hanging problemno battery backup heavy battery heating charger quality is too lowno return option
1,i received this device with high expectations but right from day one the battery failed to charge beyond despite reaching out promptly to both flipkart and asus for assistance its been over a week and there has been no resolution the delay and lack of effective support have been incredibly frustrating given my experience i would strongly recommend steering clear of this product save yourself the hassle and look for more reliable alternatives
1,the model shows its out of warranty and it always get weird static sound from right speaker on boot up after i shut it shutdown for over hours and the right speaker completely stops working
1,heating so much and very high cpu temperature even in ideal condition
1,the product is good and all but after sales support is pathetic just over a year and the cpu fan had conked off i have been trying to get it fixed since the last one week but their service centers dont have the spare in stock better go for dell or asus
1,battery health is very low i use for minutes charge is lass by percent
1,i received a defective piece laptop screen is not working
1,seller is alright nothing wrong with seller but dont purchase intel th gen processor laptops the overheating is unbearable its not suitable for even hr continuous gaming there is no option to disable turbo boost the th gen h processors are locked meaning you cant undervolt or underclock either even th gen processors had that feature but not this never purchase an intel th gen processor youll regret it
1,worst product dont bye from flipkart
1,my review after using it month after only minute of use laptop get extremely heated baterry drained very quick dont buy this you will definately regret
1,do not buy this model this model of laptop has manufacturing defect it has charging and overheating problem i suffered a lot due to this faulty product finally flipkart agreed to refund i request everyone do not purchase this
1,very bad product getting heat fast
1,i faced this item issues like battery drain old laptop previous activate hardware all part old almost one year old sometimes black screen blink quality too bad experience for its too embarrassing for flipkart customer or seller ratting o
1,dont buy this choose windows laptop not a chromebook
1,poor battery backup dont buy it
1,very bad audio clarity even it is not audible
1,not compatible with windows everyday im seeing a new bluesceen error im so done fixing it everyday as a software engineer i suggest not to buy it
1,touch and keyboard is not working properly and blinking of display so many times so i would like to say this product is not good therefore dont buy this product
1,product is good but dont know why i didnt get ms office subscription with it
1,some time light lag problem not for good just office use only battery backup is not good hours only one time full charge
1,screen is blinking continuously in day one
1,battery and sound not working
1,battery draining issue
1,never buy this product not value for money go for lenovo you get better laptop in this price range
1,very bad display quality dont waste your money return policy is very bad review video will come soon
1,very chip products dont bay
1,heating problem waste product dont buy
1,writing review after month of use screen started shaking in every minutes of use buy on your own risk
1,i needed a light gas on the keyboard lighting is not provided here
1,after one month of purchase the touch of the crome book is not working most of the time entire system is operating on its own without my intervention i was cheated by this product and i have just wasted my hard earned money due to my hectic schedule i was not able contact the seller plz dont buy
1,one of the worst products when i purchase this next days screen going trouble and going black for a second and now i use from days going bad experience dont buy accer as this is mh second bad experience with accer
1,worst laptop pls pls pls guys dont buy
1,very poor quality product mother board damaged under month after purchase
1,touchpad issue
1,very bad product guys please dont buy i am stuck with this product and flipkart is not even taking it back this is a very poor product the camera quality is very bad the video quality is very bad the sound is absolutely bad
1,it doesnt have many prots to connect the ubs drives
1,after days screen was completely flickering and dead very poor support from flipkart and acer flipkart asking us to give good review if need a good review you replace new laptop and then ill submit good review
1,automatically power on off probelm
1,screen was not working properly poor product flipkart has not replaced it even after months feeling trapped
1,worst
1,if you want to purchase any electronic item do not except any warranty or refund generally many sellers sell defective product on flipkart site and flipkart will cancel your refund for defective product the customer will have to struggle to move pillar to pillar for rectification
1,defective product
1,after using weeks laptop having a issue of turn on
1,worst laptop dont buy many issues like heating worst screen very slow ext too many issuesafter the use of only weeks it is dead during workworst dont buy
1,display is very poor
1,its very bad product please do not buy charging is very bad and speaker out put worstproduct i am asking for replacement with other product in filp cart please please with out knowledge inbought
1,very poor product really total waste just like a plastic box thing good in it dont buy this product as i m suffering with this product shame on u flipkart poor service
1,this laptop is money waste because you start laptop after and minutes very heat laptop
1,battary standby is very poor overall performance is bad
1,battery life is very bad
1,dont buy the product went to blur just after starting in few seconds
1,this is a chines product i purchased it o th sep within month it is not working
1,worst experience
1,worst product ever i have seen service of customer center is soooooooooo poor never buy this worst product im regreting buying this laptop build quality is soooo rd class
1,fan is not working battery is also not charging worst product i have ever seen
1,very disappoint in display lineing blinking overheating leptop keyboard some key is not working
1,frequently automatically restart and not working properly waste of money dont purchase this laptop
1,monthnot buy this product month bugs in laptop month display not working month service time take more
1,dont go for this battery issues are there
1,getting extremely warm the cooling fan having heavy noise only a good looking design is a positive that i feel poor performance never ever recommend to anybody battery back up is only hrs maximum
1,review of days of using it is always hanging becoming hot even few minutes of normal use
1,i have bought it on flipkart and its shut down automatically after days
1,the keyboard and trackpad are very useless it is better to take any companys brother my daughterinlaw i am regretting
1,color of the laptop is getting faded in just days of use color is getting faded feeling like cheated
1,worrest laptop
1,this is very cheap in quality and the service is very very poor its my humble to every one plz dont buy this product buy another brand
1,not so think as look
1,stopped charging within a week
1,i am writing review after one month very useless laptop screen shut down automatically now charging is happening and now on is also not happening very useless laptop
1,everything is ok but battery is very poor because i use only for browsing but battery drain so fast it gives only hrs
1,product is good but flipkart teach some patience to deliver person delivery person behaviour are not good
1,with in a month too many lines on my screen and i tried to contact customer care no one is responding properly worst hp service i spent k hard earned money and with in a month too many lines on screen worst product
1,very bad battery problem display not good dilvery person behaviour very bad
1,battery and display is not well
1,if you want battery life please dont buy a laptop i get hours of battery
1,i am extremely disappointed with this laptop i faced this issues poor performance the laptop is very slow and lags frequently even basic tasks take a long time to complete making it nearly unusable build quality the build quality is subpar the keyboard feels flimsy and the screen has a noticeable flicker battery life the battery life is terrible it barely lasts a couple of hours on a full charge which is far less than advertised overheating the laptop heats up quickly even read more
1,mouse not working dont take anyone
1,battery fast drain hours only battery back and return exchange process very poor
1,i purchased this laptop but that day i use this laptop nearly hours after that this laptop was hit more and tamprechar is nearly now today means i play alphas and laptop was lagging and some where frame drop i see this laptop is hx series but performs like u series if your find gaming laptop that choice is totally unfair i add some more experience now means oct this laptop carsal was not appear some time then i switched off the laptop than it show i dont know why read more
1,bad product with bad service of dont buy go with brand
1,worst purchase experience from the flipkart tgey rejwcted my replacement for no reasonmy system has blacklet beed issueiam changing every thing this was my worst ever experience from flipkart dont buy profucy feom flipkart
1,its stop working suddenly
1,some keys are not working properly performance is good
1,screen quality is very bad dont by this laptop
1,performance is very slow so i suggest you please dont buy this laptop
1,worst exp
1,the sound quality is poor not even half as good as the sound from my mobile i immediately raised a return request the next day but flipkart rejected it stating that the description did not mention anything about sound quality i would give this product stars do not purchase electronic items from flipkart as they dont give assurance on product features
1,just months very less usage display gone
1,support is very worst key board problem i try cc but any one not response
1,bad products display worst destop not open
1,not a product to be purchased felt utterly disappointed after using it using laptop for more than yrs and first time felt so annoying os u cant even save a wallpaper from internet everythin gets saved in html format this device is nothing but a chrome browsing storeright click does nothin here
1,lacked for an hour not even two weeks properly completed and started getting hang an lack alot i wished i was to know these issues b i couldnt bought it
1,battery drains faster heating issue dont buy
1,received th may and may the mouse pad is not working and some keys not respondfeeling very down to trust this product
1,heating problem and durability concern
1,consbattery issues drains quickly speaker very bad unable to listen properly because of low speaker quality pros good for day to day works all kinds
1,avg product no sound in speaker heating issue etc
1,battery backup is not good only hours
1,poor display
1,the laptop recieved was defective and was never replaced beware before buying from flipkart the product switches off randomly and doesnt switches on untill its plugged in although it already had of battery
1,laptop is shutting down every now and then when using without charger in just days after delivery
1,enough will not recommend anyone to go with acer how can be a product malfunction with in weeks
1,dont buy this having keyboard backlit issue and worst laptop ever seenthis review is giving after using of this pc for an year worst laptop
1,getting problem with the stylus pen i didnt get my warranty also terrible experience
1,worst worst worst product never buy from flipkart they will screw you after you done with payment
1,waste of money dont buy it i am regreting after buying this
1,totally waste of money and its suddenly shutdown automatically
1,worst worst product ever network is not working heating issues
1,this is a waste of money fan making noise while downloading laptop is over heating while downloading anything
1,absolutely rubbish the pc crashed on the first windows update when the incident was raised they changed the mother board but couldnt retrieve the data in the laptop which is absolutely unacceptable donot purchase laptops online
1,cant takout print hp printers are not supporting it
1,not a for bay
1,product is not good
1,its not good
1,heating problem i was using only min and too much high in the life corner side
1,poor connectivity poor quality of audio and vedioits not a correct productvery bad experience of iti think asus company is best in india but its products are very low in qualityalso no return policyi suggest to all who wants to buy it that its very bad product
1,nice laptop very worst product delivery service days before received near by hup but not delivered i will collect from the hup in between so many compliments no response ekart service after i find the hup
1,very worst dont buy any one please after days not working and not turn on not charging please dont buy very worst product
1,chrome is getting heat after minutes of normal use
1,dont buy any one not working properly
1,very baddont purchase electronic item from onlinethey show lots of offer but item delivered very poor quality
1,worest laptop
1,the product is very poot
1,stopped working in months
1,flipkart was delivered this laptop on at about pm and i was raised a query at about pm at the same day ie about this laptop has charge very slow ie to hours taken for full charge and reduce battery very fast i e to minutes from to flipkart not supported to solve the issue for replacement or return of battery and adapter or laptop very bad product and very bad service i am also inform that flipkart has pressing hard for change my revi read more
1,ut gives only fps on asfalt
1,not well avrage
1,battery is not work properly
1,worst battery backup totally hour
1,its heating issue
1,bad product waste of money
1,battery backup is lowand facing frequent touchpad issues
1,within days the keyboard is not working and other booting issues also arisei am not satisfied with this product
1,the laptop body is not closing completely there is a big gap in it
1,battery not good recommended by hours or a daybut its run only or hours only and key pad worst quality
1,keyboard all letters not working system hang and very slow
1,the battery life is not good and performance is not good because it consume more power and it drop in starting speed and installing application speed speakers are not good the sound quality also not good and some time audio are breaking display in gamming is not like because the video quality in gamming not good heating issue in keyboard when play games sdd secondary slot is not given vram is given in grafic processor keyword quality is very bad my dont buy this product
1,my keyboard is not working properly when ever i try to type something its anable to work in between backlit is also not working i really disappointed with this product
1,flipkart send me used and defective product product has different serial number and invoice has different one this laptop is slow and battery issue waste of money i do complaint but flipkart are not escalated issue giving unnecessary and non professionals reasons waste of time and money
1,sound qulaty very poor
1,i know what am purchasing by the way its an amazing product from hp but flipkart gave me a defected producted and refused to replace another good one at the same price rather they offered refund which am not so happy with so think twice before getting electronics from flipkart
1,battery performance is not good
1,headphone jack not working its very smaall in size
1,worst product please dont buyi am very disappointed
1,please not buy this laptop not working this heat issue and hanging and laptop fan not working please not buy
1,dont buy this if you are looking for good sound this laptop have poor sound output compared to other laptops for k product without good speakers is not fair
1,after using week charging point not working
1,all good but speaker not working properly
1,very bad laptop west off money
1,very bad quality
1,average
1,worst product display is not working
1,the mentioned upto hours battery backup but it only last hours
1,laptop heating too much when its on and slow also
1,device is pretty slow c
1,poor product of lenovo
1,warrenty on new device is just months
1,sound quality is worse one speaker is not working after only months of purchase
1,plz dont buy from flipkart they sent september manufacturing laptop very big fraud made by flipkart i ordered this laptop in july but flipkart sent me september model in latest price range display is very poor and the service shown is only month but the company is claimed year warranty
1,st battry life very short only whrand give only hours playback i see this issue after purchase and i try to return but seller policy dont allow return bad seller bad laptop nd this is gaming laptop but its lag too much in normal tasks like browsing file trasfering and most of all time i menage with battery backup but laging issue is not accepted with gaming laptops very very disappointed but in the case laptop use during charging this laptop move in terbo mode and giv read more
1,i got stuck pixel in my laptop display
1,after using for month performance is good for normal work little bit issue with keypad but lenovo service and flipkart communication with seller is pathetic warranty given is for years on the flipkart website but lenovo will give only one year of warranty and start date of warranty might be earlier by months that they will update after wasting your some of the times but will not give the deniel letter for years of warranty and flipkart will ask the same so at last you will just read more
1,its too much hanging issue waste of money not buy lenovo product at service center huge number off lenovo customer
1,very poor worest customer service my money laptop waste so many problems usb not working laging so much
1,worse experience with the system
1,i dont suggest you to buy this laptop after a months speaker starts misbehave even services centre has also not helped strongly disagree
1,i bought this laptop first week the motherboard has issues now its been a month still it isnt readywhen you call they say it take time so before buying just under the issuethe customer service wont picking up the call
1,dont buy a laptop from flipkart you will regret it
1,got this at k in sale writing after a month of use processor is good for daily use battery is pathetic doesnt rotates more than degree atleast must be degree display is crisp but sound is low very heavy in weight
1,battery backup is not good
1,i looked at the reviews most of them were nice to good and so ordered this product laptop is very slow to load websites with chrome tabs open the laptop slows and becomes almost unusable worst is the screen its a tn panel with very bad viewing angles it strains your eye and is bad for your eye the reason this product is so cheap is because the components useds screen bad tn panel touchpad storage slow emmc all used is very low quality do not buy this product spend read more
1,this is a bit os machine please be noted about this fraud hauling of review and media report everyone is telling bit os but mine its clearly seen bit
1,it was the worst laptop i have ever seen poor build quality simply waste of money worst customer support only chat support is provided
1,defective product the most worst product i have ever bought
1,camera is avarage
1,os was not installed properly and performance is poor i am not able to operate it properly
1,i have received the laptop with only one slot ram it was supposed to be dual channel ram the laptop is heating too much the cpu temp is going even at the slightest load i dont know what is going on the processor is limited at ghz it doesnt support undervoltage
1,this product is not much good and not contain ms office and also not contain xbox battery is not good
1,do not buy this laptop my laptop started showing blue screen error within months of purchase lenovo has refused to replace or repair the device even though it is under warranty lenovo customer service is pathetic
1,poor performance not recommended cheap quality material
1,speaker quality is so bad on this laptop my old fm works better than this laptop
1,the screen is not working
1,worst laptop dont buy worst display too much of heat and noise poor build quality worst performance
1,worst product i will give negative rating if possible and one of the worst company is acer i recommend never purchase any product from acerthey have worst team
1,scam i bought this laptop few weeks back within a week touchpad is damaged and white light was seen on the screen i bought this laptop along with complete laptop protection from jeeves they are a bigger scammers who continue to remain in flipkart site despite scamming several people
1,seller does not provide any type of gaming accessories with laptop it only provide laptop after hours of purchasing laptop windows goes corrupt blue screens apears my honest review after week it processing speed is too much slow as compare to details provided by brand it works like normal laptop not gaming totally disappointed i suggest not to buy this laptop for gaming purposes
1,i bought this product a week back but guess what the display started slightly shaking but now its not opening as i showed in this photo its started like that when i watching movie i thought this was quite a good brand since i was using their mobile from past years but my laptop experience was worst being a student its very hard for us to get issue with this budget laptops im really disappointed within
1,after the purchase of days there is the problem cursor not showing and i also cannot find the solution of it
1,dont buy anyone because it has incarry warranty u cant get the laptop issues fixed at your home all d time u have to visit at their service centers to fix this laptop issues and all these process takes almost full month to get it done so better is to away from this laptop and buy d laptop which has domestic warranty
1,battery drainage problem if you use video then battery drains quickly and sound is low
1,i bought this product last week and now the laptop fan is not working i dont know why
1,very third class laptop
1,i am giving this review exactly two years after buying this laptop as the performance level of the laptop decreases some serious issues are appearing on its display the display light is flickering erratically after all these problems i have not received any response from hp customer care so before buying this laptop think a little more
1,the product is very bad its battery remain for hrs
1,i have received laptop with faulty battery battery drain very quickly not last more then hours battery performance decreased below of its original capacity
1,it is a non removable battery battery drains fast and average build quality front camera very bad
1,display very poor there is a display bleeding problem
1,display is worst you cant study with this laptop because you cannot see the font clearly when you see any study video letters are looks very dull it may suite for gaming because of color display star sound is loud enough but the quality is irritating sound star hinge is tight but the outside of the hinge feel like moving clearly it will break in one or years hinge star performance is perfect for study performance is star battery is above average read more
1,touchpad not working properly after some time open laptop the left and right side not working ids so terrible experience from acer and speaker was to bad because one side speaker is vibrating
1,delivered defective product return raised with flipkart on same day of delivery but flipkart failed to inform or mail acer about the issue now they are not ready to take a return back of the product better try msi or asus coz acer quality is worst than anything
1,who dont buy ryzen processor once listen this fan sound broken fan sound and loud so dont buy the acer amd ryzen
1,received a defective product with a faulty gpu and when i tried raising the issue asus never sent any technician to confirm the hardware issues and closed the case really great customer service on their part now i am stuck with this junk of a laptop
1,i wasted my mon
1,backlight not working
1,i bought this laptop months ago this laptop is causing a lot of problems it is restarting again and again it is not working properly this is a request to flipkart that you should give good products instead of giving discounts you people do give discounts but give bad products every person buys goods with his hard earned money and you people rob people like us
1,when i plug in it starts but when i play genshin impact it automatically shutdown and then i on but whenever i plug in laptop it automatically shutdown when i plug in and play genshin impact
1,worst product please dont buy i bought it one year ago and now it is not turning on facing issues with this product
1,device not turning on at th day of purchase itself
1,started with hanuman chalisa but it has so many lagging issues its start is very slow its graphics are very bad even it has so many on playing web games
1,dont buy this one battery backup is just hrs on daily usage
1,hanging problem and not working properly software other problems
1,battery drain problem
1,battery drain very fast dont buy this
1,worse laptop ever
1,dont buy this product battery backup is worst only hour of video streaming and hr for gaming and heavy usage
1,not working
1,very bed poor quality vest of many
1,after days display found display issue
1,battery backup is not good its very bad
1,worst battery backup and sound also not good overall good but battery disspointed
1,the product is not gooddont purchase this productthis is very worst productscreen blurredpicture is not clear
1,terrible product
1,not a good i want to refund
1,worst performance speed is very slow dont buy it
1,third class dont buy
1,very poor dont buy main problem in battery
1,this is not fast and smooth laptop
1,waste laptop no return option it is to bad
1,battery life max to hour
1,after receiving laptop it stopped working getting bios error and stuck during use touchpad not working
1,overall very impressive but not in battery it only goes around or hours on normal uses
1,not good very bad quality
1,applied for return back on the day of arrival too much hanging while browsing apps like wps sheets not starting cromebook is ha ging too much on day also battery life not good as mentioned
1,dont go for this product everything is very low quality also the service for this product is very poor from their sides they are aggring this product sound is very low as compared to other brands but still refuse to take actions on this worst product ever used
1,its been only three days charger not working
1,i am not able to transfer files to my external hard disk when i checked online lots of people were facing same issue and there is no solution for it please do not waste your money on this product
1,not a laptop its just mobile big screen no option to laptop nothing can work please go for laptop model totally i but another mobile simply waste money
1,plastic body body was a very bad
1,after days of use the laptop warranty is already registered before month overall performance of the laptop is not so good and please i strongly suggest you dont buy this laptop from flipkart they never solve your problem only thay say please wait for hrs
1,nice product but display quality is very very poor battery pickup best hours
1,i have reviewed after use of one month battery drain is too fast
1,laptop is more heating copayer to other brand and also become hung i m not happy for asus product
1,no battery pack up waste of money
1,dont go for it believe me you will regret it i bought it for around k weeks ago and now im facing many issues like sometimes when i turn it on the sound doesnt work and i need to restart videos do not play smoothly and pause many times
1,it gets very hot and the battery backup is not good at all my leg start burning it is so hot
1,worst of the hp
1,worst company
1,i bought this laptop in jan from flipkart and its been a terrible experience im writing this review after months the heating problem is so bad that i cant even touch the back panel of laptop when the charger is plugged in the keyboard is of poor quality making typing a frustrating task on top of that the battery life is abysmal and charging is a constant struggle i strongly recommend avoiding this laptop at all costs
1,display problem
1,worst laptop everplz dont buy acer laptops try for another brand and buying from flipkart was worst experience everthey never value to the customer concern
1,laptop is hanging in small files look like very bad product and very bad experience keyboard is not working properly within the month totally a bad experience with acer
1,sound quality poor
1,flipcart gives defectiveproduct is cheap product is not working properly as they show on cover page it has backlight no backlight performance was bad
1,bad display battery hot etc
1,missing feature of backlit keyboard
1,performance is not good
1,laptop ok but display border not premium quality its very low quality and remaining everything ok i purchase this laptop last days back
1,display quality is very very poor
1,not bad
1,better buy nd hand th gen laptop
1,battery charge time full hour and battery drain use normal task hour discharge
1,battery is very bad
1,battery issue with the product battery last max for hours where is your battery back up of hours has gone which is written in the decription wheres that quality of laptops has gone which was there before years dont just run behind the profits give the customer proper value i have requested for replacement
1,good but its battery life is too poor you cant use this laptop for more than hours in spite of the full charge
1,very poor battery backup at this price battery backup must be good
1,the flipkart is reducules and the flipkart is very waste
1,this chromebook is not good and not supporting any of the application its not as expected
1,worst laptop dont buydisplay start blinking after installing the laptop
1,not for heavy task
1,battery back up very low its not ips display keyboard key is not proper good sound is very very low
1,charger heat within min of charging battery performance is so bad
1,display and sound quality is very chip display side negative view sound quality very low third quality sound
1,emi not processed in time also customer support is poor nil resolution product is average with low build quality dont purchase please
1,processor issue
1,lots of hang worst performance ever battery backup is also poor wastage of dont go for it
1,laptop is good but delivery service is bad the product is not deliver in time
1,performance is very low dont buy this laptop
1,super heavy seems some fraud the warranty is left with months bought few days back free ms office not therefraud they ask for money
1,it is not charging
1,getting laptop screen crashing issue on new laptop and white light spilling on screen corners
1,worst battery backup worst speed worst screen very bad experience
1,laptop ok but flipkart service is very worst
1,battery problem any time
1,this is worst product from asus and may be asus is worst in year my laptop has been dead times biggest mistake of my life
1,waste off money
1,the touchpad is not working the driver is not getting installed
1,battery backup issues
1,battery backup only hours and fully laptop charged in hour to too much heat on basic task browsing only and connection problem with my wifi cooling fan too much loud many more reason colourful totally waste of money
1,overheating issue dont buy
1,it has a major issue of wifi cardnot connect to wifi quickly also the net speed has drastically decreased when connected to the wifi in many asus tuf laptops it has a defective wifi card this one reason is enough to avoid it
1,died on the rd day using the laptop it was only days old never ever buying electronics online it was my first laptop whoever the seller is youll face karma
1,this is a very bad product it is not working just after week
1,terrible
1,very basic design average performance and very poor battery backup claiming hours but actually give only hours no resolution by flipkart very poor quality of the product and service
1,very bad battery backup you giving but very bad battery sometimes laging problem is there also heating issue
1,ms office not installed worst experience many other laptops have pre installed ms office but this dont have
1,disappointed with the product it stopped working and wont turn on after just two days of purchase
1,product is good flipkart cheeting as providing no costemi on pay later but after order placed collecting ther lot of controversy flipkart not giving clarity
1,laptop was good in terms of performance battery and all but only for days th day displayed boot device not found error
1,it is not a ips display not a quality werest product charge is also not compatible
1,product quality is very poor damaged product and battery draining very fast asus laptop is very low quality
1,waste of money to buy product from flipkarthorrible experiencenew laptop didnt run
1,not good
1,battery backup very bad for gaming to just minutes
1,after use days battery is bakwas display is medium sound quality is poor go for another
1,dont buy that laptop by mistake because battery backup is very very poor its around hr min dont go for it you will not get support from flipkart also
1,battery issue is serious product look is good performance still not checked
1,dont buy and waste money
1,not even a single function working properly
1,mouse pad was working automatically not required human touch
1,please dont purchase it after one month tuch pad is not working properly worst product
1,i face a problem after the second day of buying
1,display is not good and battery backup is bad
1,product has no quality the keyboard got damaged even with minimal use
1,i love this hp laptop
1,writing this review after uses of months facing death screen error suddenly there is no support from hp whoever trying buy this laptop online just be sure they will not provide support hp support says we dont have policy to provide free support dont buy dont buy
1,laptop is so much hit after use only min
1,very poor
1,sound is very low
1,good laptopbut display is bad because lcd backlight display
1,very bad performance
1,the touch sensor is not working properly very bad experience with asus
1,in four month of use one dead pixels found in my laptop screen worst purchase dont but this laptop
1,over heating worsted products
1,too much issues of frequent wifi disconnection that too in a brand new laptop be aware to buy this model
1,very poor powerbackup work is very slow
1,mother board gives trouble
1,one of the major issues for this laptop is battery backup and it comes with a charging pin and you wont find a pin everywhere therefore you will need a to a converter which is not recommended
1,no screen guard provided and in market there is no inch guard available i am searching from many times this laptop is over k and they are not applying and screen guard on screen very poor experience atleast provide screen protector for screen
1,not good motherboard dies just after warranty
1,nice product but windows not use
1,poor product very bad quality return response very worst money and time waste
1,dont purchase laptop from flipkart they just dont care whatever happens later i bought this laptop for friend he received it with no battery processor ram and rom when we placed replacement the delivery company needs working laptop from us after so much of struggle they have rejected replacement of the product now my friend roaming around consumer court for justice im a regular flipkart customer suggest u dont purchase laptop from flipkart he has taken video while unboxing
1,i have received a used product post receipt of the product i raised for registration of the warranty and when i raised the same it came to my notice that the product has already been registered since march i have lost months of my warranty
1,after the days of use and i have to say that im quite disappointed with the overall quality and performance of the product the laptop has several issues that make it difficult to use effectively hardware problems the laptop frequently freezes and crashes making it nearly impossible to get any work done ive tried troubleshooting but the issues persist slow performance the laptop is painfully slow even for basic tasks like web browsing and word processing it takes an unusually read more
